,site_name,development_status,development_status,long,lat,technology_type,capacity,county,region,country
5025,Dengemarsh Road,Operational,Operational,0.9099086265887636,50.93514842995967,Solar Photovoltaics,1.00,Kent,South East,England
5026,Lochluichart Extension II,Revised,Revised,-4.810592686433185,57.67466307098421,Wind Onshore,18.00,Highland,Scotland,Scotland
5027,Former Nant-y-Gwyddon Landfill Site,Under Construction,Under Construction,-3.47857816905447,51.63428129771862,Wind Onshore,1.50,Rhondda Cynon Taff,Wales,Wales
5028,Wemyss Estate - Randolph Solar Farm & Battery Energy Storage,Awaiting Construction,Planning Permission Granted,-3.120838733900592,56.16333134357295,Solar Photovoltaics,50.00,Fife,Scotland,Scotland
5029,Mossy Hill,Awaiting Construction,Planning Permission Granted,-1.2109387451749563,60.16011769842794,Wind Onshore,46.80,Shetland,Scotland,Scotland
5030,Ferneylea Farm,Operational,Operational,-2.417819370758437,55.91484254901166,Wind Onshore,1.50,East Lothian,Scotland,Scotland
5031,Enfield Farm,Operational,Operational,-3.440619416838826,50.707726461988834,Anaerobic Digestion,2.00,Devon,South West,England
5032,Fontley House Farm,Awaiting Construction,Planning Permission Granted,-1.209245817709,50.89558580618853,Solar Photovoltaics,10.00,Hampshire,South East,England
5033,Swindon Energy Plant (Park Grounds),Under Construction,Under Construction,-1.9275892662648506,51.554737440752085,Advanced Conversion Technologies,6.00,Wiltshire,South West,England
5034,North Haddo,Planning Permission Expired,Planning Permission Expired,-2.4240053179497614,57.44035842012475,Wind Onshore,1.60,Aberdeenshire,Scotland,Scotland
5035,Haigh Hall Solar Farm ,Operational,Operational,-1.5714523562716514,53.71188792892623,Solar Photovoltaics,5.00,West Yorkshire,Yorkshire and Humber,England
5036,Next Distribution Centre Doncaster,Operational,Operational,-1.0334783084296622,53.537955732870984,Solar Photovoltaics,2.50,South Yorkshire,Yorkshire and Humber,England
5037,Blarghour Wind Farm,Awaiting Construction,Planning Permission Granted,-5.17156326373967,56.27176205222415,Wind Onshore,84.00,Argyll and Bute,Scotland,Scotland
5038,Pauls Hill 2,Awaiting Construction,Appeal Granted,-3.4762072217469555,57.44615230158722,Wind Onshore,28.00,Grampian,Scotland,Scotland
5039,"Whistleberry Road, Hamilton",Appeal Withdrawn,Appeal Withdrawn,-4.063222111404995,55.793231505083526,Advanced Conversion Technologies,18.00,South Lanarkshire,Scotland,Scotland
5040,Llanwern Solar Farm & Battery Storage,Operational,Operational,-2.9031704614038634,51.561298576130746,Solar Photovoltaics,75.00,Gwent,Wales,Wales
5041,Ashmark Hill Community Wind Farm,Application Refused,Planning Permission Refused,-4.209541412920277,55.350514515004306,Wind Onshore,21.00,East Ayrshire,Scotland,Scotland
5042,Speyslaw Solar Farm,Awaiting Construction,Planning Permission Granted,-3.199602963642778,57.68240131313623,Solar Photovoltaics,20.00,Moray,Scotland,Scotland
5043,Court Colman,Planning Permission Expired,Planning Permission Expired,-3.6127162146626564,51.533205749823,Solar Photovoltaics,1.00,Mid Glamorgan,Wales,Wales
5044,Graig Fatha Farm,Operational,Operational,-3.4254520959911106,51.558848596927504,Wind Onshore,2.50,Rhondda Cynon Taff,Wales,Wales
5045,Southrigg 2,Revised,Revised,-3.7254916478761,55.872107263722945,Wind Onshore,1.50,North Lanarkshire,Scotland,Scotland
5046,Cross Banks Road,Revised,Revised,0.3880198723315256,52.76585121260597,Anaerobic Digestion,8.80,Norfolk,Eastern,England
5047,Troston Loch,Awaiting Construction,Planning Permission Granted,-4.067520351056113,55.18768795713044,Wind Onshore,67.20,Dumfries and Galloway,Scotland,Scotland
5048,Cornharrow Wind Farm,Revised,Revised,-4.096522244765295,55.211954434240674,Wind Onshore,36.00,Dumfries and Galloway,Scotland,Scotland
5049,Greenhill Farm,Application Withdrawn,Planning Application Withdrawn,-3.8635272338475164,55.929828036425945,Wind Onshore,2.00,Falkirk,Scotland,Scotland
5050,Carnalbanagh Windfarm ,Application Submitted,Planning Application Submitted,-6.062509116608832,54.898209135634964,Wind Onshore,21.00,Co. Antrim,Northern Ireland,Northern Ireland
5051,Dartmoor Bio Power ,Operational,Operational,-4.11276444775852,50.45139156806701,Advanced Conversion Technologies,3.90,Devon,South West,England
5052,Little Hartfell Wind Farm,Revised,Revised,-3.000593952242659,55.150733932824274,Wind Onshore,36.00,Dumfries and Galloway,Scotland,Scotland
5053,Glenshimmeroch Wind Farm,Awaiting Construction,Appeal Granted,-4.10477053361664,55.16571297433867,Wind Onshore,36.00,Dumfries and Galloway,Scotland,Scotland
5054,Gelliargwellt Uchaf Farm AD ,Operational,Operational,-3.2693255557739627,51.664523961810154,Anaerobic Digestion,1.40,Caerphilly,Wales,Wales
5055,Mossdown Road,Application Refused,Planning Permission Refused,-2.0974545090944545,53.55998484237838,EfW Incineration,10.00,Greater Manchester,North West,England
5056,High Park Farm,Appeal Refused,Appeal Refused,-4.169645893050592,55.382750125884016,Wind Onshore,,East Ayrshire,Scotland,Scotland
5057,Branston Solar Park (extension),Under Construction,Under Construction,-0.46581760551780327,53.18366695950064,Solar Photovoltaics,40.00,Lincolnshire,East Midlands,England
5058,Sutton Mawr Solar Farm (extension),Abandoned,Abandoned,-3.32635408465638,51.419132909547116,Solar Photovoltaics,8.00,Vale of Glamorgan,Wales,Wales
5059,Sytchwythy Fields,Operational,Operational,-1.914594467748187,52.100794756801044,Solar Photovoltaics,1.40,Hereford and Worcester,West Midlands,England
5060,Faw Side Community Wind Farm,Application Refused,Planning Permission Refused,-3.0241243870634076,55.25387254951689,Wind Onshore,315.00,Dumfries and Galloway,Scotland,Scotland
5061,Waterbeach Waste Management Park ,Application Refused,Secretary of State - Refusal,0.18070022784652373,52.29485608737502,EfW Incineration,27.40,Cambridgeshire,Eastern,England
5062,Cromwell Weir (Right Bank),Planning Permission Expired,Planning Permission Expired,-0.79059136951871,53.141110470990434,Small Hydro,1.00,Nottinghamshire,East Midlands,England
5063,Airigh Wind Farm,Abandoned,Abandoned,-5.576641267622637,55.84234809692406,Wind Onshore,58.80,Argyll and Bute,Scotland,Scotland
5064,Clifton Marsh Wastewater Treatment Works,Operational,Operational,-2.82589452019484,53.75105254861089,Solar Photovoltaics,1.30,Lancashire,North West,England
5065,"Wauntysswg Farm, near Tredagar",Awaiting Construction,Planning Permission Granted,-3.246067890257043,51.75008572262335,Solar Photovoltaics,30.00,Blaenau Gwent,Wales,Wales
5066,Blackbridge TGS 1,Abandoned,Abandoned,-0.6654465242927651,52.37786492210527,Advanced Conversion Technologies,5.60,Northamptonshire,East Midlands,England
5067,The East Anglia Array - Norfolk Boreas,Awaiting Construction,Planning Permission Granted,2.551957397523469,52.61956874551564,Wind Offshore,1400.00,Offshore,Offshore,England
5068,Ling Hall,Operational,Operational,-1.350655341281037,52.35542057349475,Solar Photovoltaics,7.00,Warwickshire,West Midlands,England
5069,Sherburn,Operational,Operational,-0.525028098406565,54.17931017458242,Solar Photovoltaics,5.00,North Yorkshire,Yorkshire and Humber,England
5070,Aldi - Cardiff,Operational,Operational,-3.1180761898706932,51.500164293424476,Solar Photovoltaics,1.50,South Glamorgan,Wales,Wales
5071,ABP Ellesmere Abbatoir,Operational,Operational,-2.898627251618265,52.85427886661522,Biomass (dedicated),1.10,Shropshire,West Midlands,England
5072,Swindon Sewerage Treatment Works,Operational,Operational,-1.8084685232622333,51.567893010934526,Anaerobic Digestion,1.20,Wiltshire,South West,England
5073,Rye Meads Sewerage Treatment Works,Operational,Operational,0.017075407077046967,51.77487150691155,Anaerobic Digestion,2.30,Hertfordshire,Eastern,England
5074,Deephams Sewerage Treatment Works,Operational,Operational,-0.04145269825047539,51.62652509614821,Anaerobic Digestion,3.00,London,London,England
5075,Alscot,Operational,Operational,-1.6790045013110508,52.17500156005353,Biomass (dedicated),1.60,Warwickshire,West Midlands,England
5076,Oak Grove Farm,Operational,Operational,-2.7209020816428136,51.61066470453607,Solar Photovoltaics,5.70,Monmouthshire,Wales,Wales
5077,Land at Keihill,Application Refused,Planning Permission Refused,-2.484348052181268,57.62708655562659,Biomass (dedicated),3.00,Aberdeenshire,Scotland,Scotland
5078,Sunderland Renewable Energy Centre (Hillthorn Farm),Appeal Withdrawn,Appeal Withdrawn,-1.499193252423015,54.90921874855106,Advanced Conversion Technologies,27.00,Tyne and Wear,North East,England
5079,Race Bank (Phase 2),Operational,Operational,0.5891743756243718,53.13597422722279,Wind Offshore,283.50,Offshore,Offshore,England
5080,Cleve Hill Solar Project,Operational,Operational,0.9138850882764505,51.33876698462326,Solar Photovoltaics,373.00,Kent,South East,England
5081,Riverside Energy Park (REP),Awaiting Construction,Planning Permission Granted,0.15330234675946647,51.50450802717549,Anaerobic Digestion,19.00,London,London,England
5082,Bann Road (Rasharkin),Operational,Operational,-6.514699318805157,54.959230741666914,Solar Photovoltaics,18.00,Co. Antrim,Northern Ireland,Northern Ireland
5083,Ipswich Hospital Energy Centre,Operational,Operational,1.197914714583795,52.05684885500022,Biomass (dedicated),2.60,Suffolk,Eastern,England
5084,Slough Sewage Treatment Works,Operational,Operational,-0.6376078343442048,51.50665923649656,Sewage Sludge Digestion,1.20,Berkshire,South East,England
5085,"Longlands Farm, Rush Wall Lane",Operational,Operational,-2.8486010437464535,51.570796489585554,Wind Onshore,3.50,Gwent,Wales,Wales
5086,Rover Way,Planning Permission Expired,Planning Permission Expired,-3.137326548549528,51.478866230942884,Biomass (dedicated),9.50,South Glamorgan,Wales,Wales
5087,"Old Brick Works (Station Road, Warboys)",Awaiting Construction,Planning Permission Granted,-0.07313718770502176,52.418047945193095,Biomass (dedicated),1.50,Cambridgeshire,Eastern,England
5088,Lathom (Pilkington Technical Centre),Operational,Operational,-2.824724680011117,53.56883795836627,Solar Photovoltaics,2.50,Lancashire,North West,England
5089,"Desford Road, Thurlaston",Awaiting Construction,Planning Permission Granted,-1.2444435511598657,52.603637084129595,Solar Photovoltaics,40.00,Leicestershire,East Midlands,England
5090,ICI No2 (Teesport) Landfill,Operational,Operational,-1.1565369796959508,54.59204764388682,Landfill Gas,1.00,Cleveland,North East,England
5091,Glenshero Wind Farm,Application Refused,Planning Permission Refused,-4.386949566368402,57.011945327269544,Wind Onshore,168.00,Highland,Scotland,Scotland
5092,Cardinghill Wind Turbine,Revised,Revised,-2.1032753334027596,57.420109310929995,Wind Onshore,1.50,Aberdeenshire,Scotland,Scotland
5093,Stormy Down Solar Farm,Operational,Operational,-3.670779359826913,51.51199844294477,Solar Photovoltaics,3.80,Mid Glamorgan,Wales,Wales
5094,Glasa Hydropower Cascade/Kildermorie Estate,Abandoned,Abandoned,-4.487996731266564,57.76667879037842,Small Hydro,4.00,Highland,Scotland,Scotland
5095,Clifton Marsh Wastewater Treatment Works,Operational,Operational,-2.8318875118404994,53.74965385720459,Solar Photovoltaics,3.20,Lancashire,North West,England
5096,White Cross Lane,Under Construction,Under Construction,-0.3655059969869364,52.97588520286736,Solar Photovoltaics,25.00,Lincolnshire,East Midlands,England
5097,Huntington Water Treatment Works,Operational,Operational,-2.8660533364151957,53.16955553384695,Solar Photovoltaics,7.20,Cheshire,North West,England
5098,Riverside Energy Park (REP),Awaiting Construction,Planning Permission Granted,0.15330234675946647,51.50450802717549,EfW Incineration,80.50,London,London,England
5099,Station Works AD,Operational,Operational,0.3274643929860613,51.948493124114,Anaerobic Digestion,1.00,Essex,Eastern,England
5100,Cross Banks Road,Revised,Revised,0.3880198723315256,52.76585121260597,Anaerobic Digestion,1.00,Norfolk,Eastern,England
5101,Allt Garaidh Ghualaich Hydro Scheme Powerhouse ,Under Construction,Under Construction,-5.040724137118687,57.0431346086448,Small Hydro,1.10,Highland,Scotland,Scotland
5102,Armoy Wind Farm,Appeal Refused,Appeal Refused,-6.305573610462364,55.11449771392614,Wind Onshore,19.80,Co. Antrim,Northern Ireland,Northern Ireland
5103,Norchard Farm,Awaiting Construction,Planning Permission Granted,-2.226670795241009,52.315297665019195,Solar Photovoltaics,8.75,Hereford and Worcester,West Midlands,England
5104,North Beck Energy Centre,Awaiting Construction,Planning Permission Granted,-0.17711414550301827,53.61436721651502,EfW Incineration,49.50,Humberside,Yorkshire and Humber,England
5105,Sofia (Teesside B),Under Construction,Under Construction,2.3299985915381067,55.20999299189537,Wind Offshore,1400.00,Offshore,Offshore,England
5106,Little Crow Solar Park,Awaiting Construction,Planning Permission Granted,-0.618755145848204,53.576502418248545,Solar Photovoltaics,150.00,Lincolnshire,Yorkshire and Humber,England
5107,Mogden STW,Operational,Operational,-0.34023943120419303,51.464269303662185,Sewage Sludge Digestion,5.80,London,London,England
5108,Former St Michaels Golf Course,Under Construction,Under Construction,-2.6042409857346085,53.36035231600452,Solar Photovoltaics,1.00,Cheshire,North West,England
5109,Cayton Solar farm,Awaiting Construction,Planning Permission Granted,-1.5560427737879974,54.0682739277219,Solar Photovoltaics,49.90,North Yorkshire,Yorkshire and Humber,England
5110,Dunbeg South Wind Farm,Awaiting Construction,Planning Permission Granted,-6.8554703194892825,55.06942348820796,Wind Onshore,29.70,Co. Derry / Londonderry,Northern Ireland,Northern Ireland
5111,Bindwell Lane,Planning Permission Expired,Planning Permission Expired,-2.570763113973291,51.01489072539862,Solar Photovoltaics,13.40,Somerset,South West,England
5112,Birkhall Estate,Operational,Operational,-3.0814106795925715,57.00446582789181,Small Hydro,2.00,Aberdeenshire,Scotland,Scotland
5113,Higher Farm,Appeal Refused,Appeal Refused,-2.311425607794424,50.99532296252363,Solar Photovoltaics,11.00,Dorset,South West,England
5114,Pen-Y-Fan Industrial Estate,Application Refused,Planning Permission Refused,-3.1598462153416675,51.69412387389162,Wind Onshore,1.80,Caerphilly,Wales,Wales
5115,Connaught Road,Appeal Refused,Appeal Refused,-6.304659901402624,54.76484455810009,Wind Onshore,1.60,Co. Antrim,Northern Ireland,Northern Ireland
5116,Druim Leathann Windfarm,Application Submitted,Planning Application Submitted,-6.270768703695317,58.31048275850097,Wind Onshore,48.30,Western Isles,Scotland,Scotland
5117,Fetteresso Wind Farm (Mid Hill 3),Awaiting Construction,Planning Permission Granted,-2.3473729586701313,56.9644133044325,Wind Onshore,42.00,Grampian,Scotland,Scotland
5118,Mepal CHP,Operational,Operational,0.08776056904742005,52.42836260307082,Anaerobic Digestion,14.40,Cambridgeshire,Eastern,England
5119,High Green Longney Estate - Solar Farm,Planning Permission Expired,Planning Permission Expired,-2.326742774216276,51.807577639226025,Solar Photovoltaics,25.00,Gloucestershire,South West,England
5120,Llanasa Waste Treatment Works,Application Withdrawn,Planning Application Withdrawn,-3.3192934135376557,53.34592278765654,Solar Photovoltaics,0.90,Flintshire,Wales,Wales
5121,Reading Quarry,Awaiting Construction,Planning Permission Granted,-1.0161737205214882,51.42229793972854,EfW Incineration,40.00,Berkshire,South East,England
5122,Skelmonae Farm,Planning Permission Expired,Planning Permission Expired,-2.190085614708425,57.44616548104597,Solar Photovoltaics,1.00,Aberdeenshire,Scotland,Scotland
5123,High Parkfoot Farm,Awaiting Construction,Planning Permission Granted,-2.770577394118547,55.05510195162851,Solar Photovoltaics,20.00,Cumbria,North West,England
5124,Twentyshilling Hill Wind Farm ,Under Construction,Under Construction,-3.9004833500249454,55.31976356093614,Wind Onshore,37.80,Dumfries and Galloway,Scotland,Scotland
5125,Creacombe Solar Farm,Operational,Operational,-3.976299379944187,50.333232305191345,Solar Photovoltaics,7.30,Devon,South West,England
5126,Cheddleton Industrial Estate,Abandoned,Abandoned,-2.041611334188427,53.052335650607375,Biomass (dedicated),6.50,Staffordshire,West Midlands,England
